index,cntry_name,cntry_iso,catalog_id,id_number,latitude,longitude,flr_volume,avg_temp,ellip,dtc_freq,clr_obs,flr_type,queue
3583,Russian Federation,RUS,RUS_UPS_2015_75.5437E_64.5793N_v0.2,7230,64.579269,75.543723,0.007296246,1791.34,1.97611,44.0972,288,upstream,True
3584,United States,USA,USA_UPS_2015_103.6044W_31.4435N_v0.2,1533,31.44351,-103.604423,0.007294661,1904.34,1.60106,17.0139,288,upstream,True
3585,China,CHN,CHN_UPS_2015_83.0698E_40.9612N_v0.2,7718,40.961187,83.069829,0.007291432,1732.18,1.84461,7.63052,249,upstream,True
3586,Algeria,DZA,DZA_UPS_2015_05.9265E_31.6889N_v0.2,4524,31.688876,5.92653,0.007289436,1755.59,1.06875,23.7624,404,upstream,True
3587,United States,USA,USA_UPS_2015_103.5308W_48.4012N_v0.2,434,48.401231,-103.530764,0.007283184,1936.02,1.60597,27.8317,309,upstream,True
3588,Indonesia,IDN,IDN_UPS_2015_102.1491E_0.9018N_v0.2,9216,0.901845,102.149069,0.007280601,1866.0,2.34545,46.0432,139,upstream,True
3589,Russian Federation,RUS,RUS_UPS_2015_50.7021E_54.1553N_v0.2,5567,54.155294,50.702119,0.007279896,1859.63,1.37587,47.7941,272,upstream,True
3590,Uzbekistan,UZB,UZB_UPS_2015_65.3076E_39.1794N_v0.2,7874,39.179354,65.30765,0.007279456,1654.03,2.30971,65.0146,343,upstream,True
3591,Canada,CAN,CAN_UPS_2015_118.5477W_54.4409N_v0.2,136,54.440927,-118.547679,0.007273673,1840.53,2.03187,51.0345,290,upstream,True
3592,China,CHN,CHN_UPS_2015_124.9139E_29.0712N_v0.2,9578,29.071193,124.913904,0.007273615,1770.89,1.6015,50.0,116,upstream,True
3593,United States,USA,USA_UPS_2015_103.9918W_31.9141N_v0.2,1226,31.914066,-103.991817,0.007268096,1900.84,3.17946,31.2281,285,upstream,True
3594,Egypt,EGY,EGY_UPS_2015_33.2536E_28.2471N_v0.2,5882,28.247124,33.253635,0.007266482,1794.8,1.88865,44.5623,377,upstream,True
3595,Iraq,IRQ,IRQ_UPS_2015_47.4710E_31.6673N_v0.2,6153,31.667292,47.470962,0.007263693,1470.32,1.6015,37.2493,349,upstream,True
3596,Russian Federation,RUS,RUS_UPS_2015_51.3811E_53.7271N_v0.2,5596,53.727071,51.381147,0.007260964,1920.64,1.61622,36.8421,266,upstream,True
3597,United States,USA,USA_UPS_2019_104.0315W_31.8097N_v0.2,1185,31.809698,-104.031539,0.007252891,1873.83,1.6015,5.90278,288,upstream,True
3598,United States,USA,USA_UPS_2015_96.0187W_28.8616N_v0.2,2973,28.861583,-96.018688,0.007250778,1783.34,1.62613,42.562,242,upstream,True
3599,Bahrain,BHR,BHR_UPS_2019_50.5674E_25.9860N_v0.2,6546,25.985964,50.567352,0.007249839,1806.33,1.79049,31.6527,357,upstream,True
3600,Thailand,THA,THA_UPS_2016_99.9980E_16.7652N_v0.2,9055,16.765188,99.997965,0.007249281,1839.53,1.85113,35.6808,213,upstream,True
3601,Venezuela,VEN,VEN_UPS_2015_63.9144W_9.1832N_v0.2,3546,9.183224,-63.914424,0.007244849,1794.79,2.43275,36.036,222,upstream,True
3602,Algeria,DZA,DZA_UPS_2017_06.7886E_32.1458N_v0.2,4565,32.145817,6.788567,0.007229615,1751.48,0.990014,24.7031,421,upstream,True
3603,Saudi Arabia,SAU,SAU_UPS_2015_49.3055E_28.3987N_v0.2,6376,28.398745,49.305466,0.007225153,1829.75,1.6015,18.6275,306,upstream,True
3604,Thailand,THA,THA_UPS_2019_100.0236E_16.9537N_v0.2,9058,16.953742,100.023572,0.007218783,1818.91,1.6015,50.9091,220,upstream,True
3605,United States,USA,USA_UPS_2015_102.4660W_47.7040N_v0.2,934,47.704005,-102.46599,0.007211181,1946.08,2.38746,36.9128,298,upstream,True
3606,Guatemala,GTM,GTM_UPS_2015_90.1351W_16.7674N_v0.2,3250,16.767445,-90.135072,0.007210829,1773.45,1.11538,51.0638,235,upstream,True
3607,United States,USA,USA_UPS_2015_102.9324W_31.7257N_v0.2,1924,31.725739,-102.932378,0.007208099,1918.4,1.58647,32.8671,286,upstream,True
3608,Russian Federation,RUS,RUS_UPS_2018_80.2133E_67.8628N_v0.2,7557,67.862827,80.213257,0.007201993,1789.1,1.96416,17.2662,417,upstream,True
3609,Iran,IRN,IRN_UPS_2019_49.1095E_31.8692N_v0.2,6322,31.869194,49.109523,0.00719445,1783.37,1.47491,31.2668,371,upstream,True
3610,United States,USA,USA_UPS_2018_103.2161W_47.9618N_v0.2,545,47.961845,-103.216056,0.007189871,1892.54,1.9916,13.0573,314,upstream,True
3611,United States,USA,USA_UPS_2017_103.7115W_31.9271N_v0.2,1419,31.927117,-103.711458,0.007187434,1924.4,1.74477,46.0714,280,upstream,True
3612,China,CHN,CHN_UPS_2015_108.4364E_38.8418N_v0.2,8573,38.841828,108.436426,0.007181211,1851.76,1.70704,50.0,328,upstream,True
3613,United States,USA,USA_UPS_2015_103.2135W_47.8170N_v0.2,547,47.817032,-103.213528,0.007174871,1947.58,1.40077,35.0,300,upstream,True
3614,Russian Federation,RUS,RUS_UPS_2019_107.2649E_58.4075N_v0.2,8219,58.40752,107.264944,0.007168971,1611.43,0.466014,34.9711,346,upstream,True
3615,United States,USA,USA_UPS_2015_102.7787W_47.8070N_v0.2,753,47.806999,-102.778716,0.007161017,1925.88,1.66117,35.461,282,upstream,True
3616,India,IND,IND_UPS_2015_95.6202E_27.7291N_v0.2,8421,27.729121,95.620159,0.007160195,1849.69,2.09241,37.1622,148,upstream,True
3617,Venezuela,VEN,VEN_UPS_2015_63.6332W_9.6954N_v0.2,3587,9.695386,-63.633161,0.007159931,2067.32,2.68846,26.2712,236,upstream,True
3618,Ecuador,ECU,ECU_UPS_2015_76.8699W_0.1089N_v0.2,3720,0.108858,-76.869867,0.007159138,1946.08,1.6015,42.1053,57,upstream,True
3619,United States,USA,USA_UPS_2015_99.8286W_28.3928N_v0.2,2471,28.392762,-99.828611,0.007157524,1880.95,1.66616,35.4839,248,upstream,True
3620,Argentina,ARG,ARG_UPS_2015_68.9077W_38.2906S_v0.2,3870,-38.29055,-68.907746,0.00714816,1741.32,1.06936,53.6332,289,upstream,True
3621,Saudi Arabia,SAU,SAU_UPS_2015_49.6991E_26.0339N_v0.2,6448,26.033889,49.699069,0.007147514,1802.32,1.95356,20.9945,362,upstream,True
3622,Curacao,CUW,CUW_DNS_2015_68.9359W_12.1306N_v0.2,3505,12.1306,-68.93592,0.007146164,1795.59,2.77273,38.6973,261,refinery,True
3623,United States,USA,USA_UPS_2015_103.8214W_31.9262N_v0.2,1358,31.926165,-103.821352,0.007144667,1889.86,3.10776,33.9286,280,upstream,True
3624,Mexico,MEX,MEX_UPS_2015_92.6873W_17.7920N_v0.2,3220,17.791985,-92.687271,0.007138738,1752.1,1.49746,19.6078,204,upstream,True
3625,Myanmar,MMR,MMR_UPS_2015_94.7821E_15.1253N_v0.2,9035,15.125302,94.782106,0.007133601,1633.88,0.321609,84.0796,201,upstream,True
3626,United States,USA,USA_UPS_2015_102.6615W_47.6157N_v0.2,837,47.615734,-102.661532,0.007132045,1927.79,1.59557,33.1148,305,upstream,True
3627,Russian Federation,RUS,RUS_UPS_2016_74.0123E_58.9705N_v0.2,7180,58.970477,74.012338,0.007132016,1909.2,1.66201,49.1103,281,upstream,True
3628,Russian Federation,RUS,RUS_UPS_2015_83.4469E_67.8196N_v0.2,7591,67.819587,83.446919,0.007131517,1316.39,0.505817,36.4796,392,upstream,True
3629,United States,USA,USA_UPS_2015_102.5716W_48.0181N_v0.2,884,48.018104,-102.57162,0.00712729,1950.84,2.05067,26.0223,269,upstream,True
3630,Russian Federation,RUS,RUS_UPS_2015_55.5637E_51.3780N_v0.2,5759,51.378037,55.563673,0.007108357,1473.24,0.832086,38.8112,286,upstream,True
3631,Congo,COG,COG_UPS_2015_11.8335E_5.0532S_v0.2,5192,-5.053241,11.833473,0.007107418,1768.6,1.6015,48.1013,79,upstream,True
3632,United States,USA,USA_UPS_2015_102.9078W_32.8744N_v0.2,1928,32.874423,-102.907771,0.00710733,1892.52,1.07216,19.7183,284,upstream,True
3633,United States,USA,USA_UPS_2015_97.2599W_29.3038N_v0.2,2907,29.303804,-97.259914,0.007106479,1877.32,1.6015,17.1315,251,upstream,True
3634,United States,USA,USA_UPS_2019_101.7830W_31.5275N_v0.2,2235,31.527474,-101.782994,0.007104659,1941.08,2.00783,25.1678,298,upstream,True
3635,Venezuela,VEN,VEN_UPS_2015_63.6812W_9.5865N_v0.2,3574,9.58651,-63.681227,0.007101724,2094.84,1.6015,32.618,233,upstream,True
3636,Spain,ESP,ESP_DNS_2015_05.4035W_36.1892N_v0.2,4133,36.189169,-5.403456,0.007098201,1848.37,2.05734,47.4432,352,refinery,True
3637,Kuwait,KWT,KWT_UPS_2015_47.9518E_28.9499N_v0.2,6225,28.949949,47.951799,0.007093064,1801.8,4.01164,37.8667,375,upstream,True
3638,Hungary,HUN,HUN_UPS_2018_17.5839E_46.0574N_v0.2,4408,46.057435,17.583913,0.007090687,1850.62,1.82523,47.6821,302,upstream,True
3639,China,CHN,CHN_UPS_2018_83.3041E_41.0154N_v0.2,7737,41.015424,83.304095,0.007085814,1866.84,1.20641,35.6589,258,upstream,True
3640,United States,USA,USA_UPS_2015_104.4441W_32.7157N_v0.2,1050,32.71572,-104.444099,0.007085433,1795.6,1.98577,34.2193,301,upstream,True
3641,China,CHN,CHN_UPS_2019_107.8426E_36.2949N_v0.2,8524,36.29492,107.842649,0.007084552,1804.96,1.63667,37.4074,270,upstream,True
3642,United States,USA,USA_UPS_2015_97.7396W_29.1675N_v0.2,2817,29.167503,-97.739565,0.007084141,1898.23,2.53811,34.4681,235,upstream,True
3643,Australia - East Timor,TLS,TLS_UPS_2015_125.9857E_10.6146S_v0.2,9654,-10.614556,125.985738,0.007080912,1628.96,1.38763,24.898,245,upstream,True
3644,United Arab Emirates,ARE,ARE_UPS_2015_53.2905E_23.5300N_v0.2,6718,23.529977,53.290451,0.007073809,1773.15,1.83191,34.9593,369,upstream,True
3645,Qatar,QAT,QAT_UPS_2019_52.2043E_26.5110N_v0.2,6644,26.51098,52.204308,0.007069699,1746.18,1.6015,3.0581,327,upstream,True
3646,Kuwait,KWT,KWT_DNS_2015_48.1166E_29.0625N_v0.2,6247,29.062465,48.116565,0.007064651,1755.39,1.6015,45.7447,376,refinery,True
3647,United States,USA,USA_UPS_2017_101.7237W_31.9818N_v0.2,2257,31.981815,-101.723741,0.007059044,1797.94,1.20755,17.0139,288,upstream,True
3648,United States,USA,USA_UPS_2019_101.6668W_32.4173N_v0.2,2286,32.417266,-101.666821,0.007057841,1803.29,1.6015,16.9492,295,upstream,True
3649,Russian Federation,RUS,RUS_UPS_2017_77.5803E_67.0090N_v0.2,7422,67.009042,77.580294,0.0070547,1697.13,1.6015,11.9481,385,upstream,True
3650,Bahrain,BHR,BHR_DNS_2015_50.6126E_26.1132N_v0.2,6555,26.113166,50.612647,0.007054465,1335.83,0.975104,63.6054,294,refinery,True
3651,United States,USA,USA_UPS_2015_103.9774W_32.2075N_v0.2,1236,32.207486,-103.97739,0.007048917,1920.02,1.6015,10.1351,296,upstream,True
3652,Brazil,BRA,BRA_UPS_2015_43.2630W_25.8001S_v0.2,4007,-25.80014,-43.262953,0.007048741,1702.47,1.6015,10.4545,220,upstream,True
3653,Brazil,BRA,BRA_UPS_2015_40.6941W_22.7090S_v0.2,4037,-22.708969,-40.694082,0.007048184,1752.71,1.6015,14.0426,235,upstream,True
3654,United States,USA,USA_UPS_2015_99.4741W_28.7575N_v0.2,2517,28.757533,-99.474099,0.007045923,1800.01,1.21723,28.4553,246,upstream,True
3655,Russian Federation,RUS,RUS_DNS_2015_39.7323E_54.5512N_v0.2,5468,54.551153,39.732295,0.007044162,1557.29,0.833222,60.5932,236,refinery,True
3656,Russian Federation,RUS,RUS_UPS_2015_77.5902E_64.3725N_v0.2,7427,64.372525,77.590172,0.007043546,1849.47,2.89597,40.0685,292,upstream,True
3657,South Africa,ZAF,ZAF_DNS_2015_27.8417E_26.8276S_v0.2,5262,-26.827603,27.841727,0.007041726,1655.36,1.6015,64.5051,293,refinery,True
3658,Russian Federation,RUS,RUS_UPS_2015_57.1567E_59.6895N_v0.2,5338,59.689456,57.156744,0.007040611,1929.62,1.75056,41.6667,240,upstream,True
3659,United Kingdom,GBR,GBR_UPS_2015_00.9185E_61.2757N_v0.2,4171,61.27568,0.918527,0.007039319,1793.0,2.84084,32.5,160,upstream,True
3660,United Kingdom,GBR,GBR_UPS_2015_01.8439E_57.9565N_v0.2,4206,57.956507,1.843946,0.007022911,1740.24,1.04638,42.7835,194,upstream,True
3661,United States,USA,USA_UPS_2015_103.0033W_47.9897N_v0.2,606,47.98968,-103.003259,0.007022059,1842.95,2.02251,38.7543,289,upstream,True
3662,United States,USA,USA_UPS_2018_101.5709W_31.3491N_v0.2,2328,31.349139,-101.570897,0.007018508,1931.02,1.8342,27.7027,296,upstream,True
3663,Russian Federation,RUS,RUS_UPS_2015_52.3526E_54.1285N_v0.2,5641,54.128454,52.352601,0.007018273,1951.33,2.70757,33.8521,257,upstream,True
3664,United States,USA,USA_UPS_2019_102.9410W_31.4836N_v0.2,1922,31.483636,-102.94101,0.007018156,1912.86,1.53766,31.25,288,upstream,True
3665,Canada,CAN,CAN_UPS_2015_116.6838W_54.1790N_v0.2,186,54.178966,-116.68378,0.007007324,1876.52,2.5203,35.4386,285,upstream,True
3666,United States,USA,USA_UPS_2018_103.2848W_31.6705N_v0.2,1785,31.670528,-103.284774,0.007007089,1829.5,2.20819,32.646,291,upstream,True
3667,United States,USA,USA_UPS_2018_97.6065W_29.1785N_v0.2,2851,29.178518,-97.606456,0.007001542,1884.72,2.22222,31.1203,241,upstream,True
3668,United States,USA,USA_UPS_2016_103.8114W_31.8817N_v0.2,1365,31.881688,-103.811361,0.0069903,1768.99,3.09203,16.6078,283,upstream,True
3669,United States,USA,USA_UPS_2015_103.9899W_31.8700N_v0.2,1228,31.87002,-103.989925,0.006977795,1877.81,1.95559,33.935,277,upstream,True
3670,Canada,CAN,CAN_UPS_2019_116.3758W_54.5712N_v0.2,191,54.571211,-116.375805,0.006968578,1873.75,1.7534,26.7081,322,upstream,True
3671,United States,USA,USA_UPS_2015_99.8570W_28.0826N_v0.2,2469,28.082564,-99.857009,0.006967287,1970.41,1.17292,34.5865,266,upstream,True
3672,Russian Federation,RUS,RUS_UPS_2015_70.8417E_60.7422N_v0.2,7069,60.74215,70.841669,0.006965643,1668.93,1.13493,34.1176,255,upstream,True
3673,Thailand,THA,THA_UPS_2015_101.4128E_9.2871N_v0.2,9074,9.287118,101.412807,0.006965173,1803.33,0.932089,56.8,125,upstream,True
3674,Kazakhstan,KAZ,KAZ_UPS_2015_51.6562E_43.7449N_v0.2,5607,43.744859,51.65616,0.006962267,1924.97,1.47962,41.25,400,upstream,True
3675,United Kingdom,GBR,GBR_UPS_2015_01.6627E_57.2939N_v0.2,4278,57.293887,1.662699,0.006955604,1750.3,1.45679,41.3793,203,upstream,True
3676,Turkmenistan,TKM,TKM_UPS_2015_61.6249E_36.4767N_v0.2,7840,36.476669,61.624896,0.006948295,1524.47,0.509651,81.1047,344,upstream,True
3677,Russian Federation,RUS,RUS_UPS_2018_71.2182E_60.7369N_v0.2,7082,60.73692,71.218152,0.006944127,1783.91,1.65521,26.5233,279,upstream,True
3678,United States,USA,USA_UPS_2018_101.6223W_32.4489N_v0.2,2306,32.448945,-101.622277,0.006940077,1907.76,1.54126,21.1221,303,upstream,True
3679,China,CHN,_DNG_2015_113.2608E_21.8766N_v0.2,9158,21.876606,113.260772,0.006939812,1731.0,1.6015,17.9894,189,lng,True
3680,United States,USA,USA_UPS_2015_103.9312W_31.7759N_v0.2,1274,31.775947,-103.931223,0.006939578,1864.35,2.0895,38.8489,278,upstream,True
3681,United States,USA,USA_UPS_2017_103.6551W_31.6060N_v0.2,1481,31.605967,-103.655125,0.006938403,1796.34,0.785714,40.8304,289,upstream,True
3682,United States,USA,USA_UPS_2015_103.3415W_48.4602N_v0.2,497,48.460182,-103.341501,0.006932768,1973.74,1.86663,34.891,321,upstream,True
3683,United States,USA,USA_UPS_2015_103.2483W_47.7320N_v0.2,537,47.732044,-103.248252,0.006929069,1945.29,1.6015,30.2405,291,upstream,True
3684,Egypt,EGY,EGY_UPS_2019_31.4291E_29.7570N_v0.2,5858,29.756971,31.429094,0.006924343,1470.41,0.679149,46.6321,386,upstream,True
3685,Ecuador,ECU,ECU_UPS_2015_76.2813W_0.1571N_v0.2,3767,0.157127,-76.281252,0.00692085,1899.56,1.6015,37.2881,59,upstream,True
3686,Indonesia,IDN,IDN_UPS_2015_102.7712E_2.2999S_v0.2,9219,-2.299881,102.771184,0.006919764,1837.09,1.6015,57.7778,90,upstream,True
3687,Iran,IRN,IRN_UPS_2015_52.1530E_26.7759N_v0.2,6636,26.775863,52.153045,0.00691316,1819.55,1.38962,56.1873,299,upstream,True
3688,China,CHN,CHN_UPS_2015_121.1049E_40.3400N_v0.2,9443,40.33996,121.104937,0.006908463,1812.27,2.40997,30.625,320,upstream,True
3689,United States,USA,USA_UPS_2015_99.0275W_28.6214N_v0.2,2597,28.621371,-99.027466,0.006908199,1894.49,2.07875,38.4937,239,upstream,True
3690,Qatar,QAT,QAT_DNS_2015_51.5134E_25.9185N_v0.2,6593,25.918528,51.513421,0.006907436,1663.67,1.6015,53.7538,333,refinery,True
3691,Libya,LBY,LBY_UPS_2015_19.8809E_28.6324N_v0.2,4740,28.63239,19.880854,0.006902534,1713.22,2.46342,27.3657,391,upstream,True
3692,Russian Federation,RUS,RUS_UPS_2018_49.0482E_52.4636N_v0.2,5533,52.463618,49.048157,0.006901272,1460.56,1.6015,51.7606,284,upstream,True
3693,United States,USA,USA_UPS_2015_103.6172W_31.4953N_v0.2,1524,31.495273,-103.617204,0.006896928,1883.52,1.18893,18.5811,296,upstream,True
3694,United States,USA,USA_UPS_2019_101.3532W_31.5462N_v0.2,2398,31.546152,-101.353242,0.00689364,1835.19,1.6015,21.0909,275,upstream,True
3695,Russian Federation,RUS,RUS_UPS_2015_57.5279E_66.5420N_v0.2,5354,66.541961,57.527884,0.006893141,1942.37,1.6015,25.0,300,upstream,True
3696,United States,USA,USA_UPS_2015_103.4823W_31.6872N_v0.2,1661,31.687158,-103.482275,0.006889883,1927.74,2.38397,37.193,285,upstream,True
3697,China,CHN,CHN_UPS_2019_82.7632E_39.5539N_v0.2,7993,39.553865,82.763231,0.006882339,1602.28,0.557477,26.3158,228,upstream,True
3698,Turkmenistan,TKM,TKM_UPS_2015_53.4066E_39.5295N_v0.2,6722,39.529538,53.406573,0.006880343,1750.89,1.10139,24.6753,385,upstream,True
3699,Brazil,BRA,BRA_UPS_2015_40.5471W_22.6728S_v0.2,4038,-22.672802,-40.547083,0.006880284,1824.49,3.20055,32.4324,222,upstream,True
3700,United States,USA,USA_UPS_2015_102.5667W_47.6730N_v0.2,887,47.672988,-102.56673,0.006878846,1882.61,3.82609,24.5791,297,upstream,True
3701,Ukraine,UKR,UKR_UPS_2015_35.2619E_49.9693N_v0.2,5429,49.969262,35.261941,0.006873269,1806.85,2.16364,45.0479,313,upstream,True
3702,Venezuela,VEN,VEN_UPS_2015_63.5667W_9.6047N_v0.2,3616,9.604745,-63.566706,0.00686505,2097.11,1.6015,27.897,233,upstream,True
3703,United States,USA,USA_UPS_2019_103.1411W_31.6161N_v0.2,1842,31.616064,-103.141079,0.006859033,1855.5,1.61786,26.5306,294,upstream,True
3704,United States,USA,USA_UPS_2015_102.1361W_32.1348N_v0.2,2066,32.134751,-102.136053,0.006858593,1783.34,1.48809,32.5088,283,upstream,True
3705,United Kingdom,GBR,GBR_UPS_2015_00.9379E_60.9524N_v0.2,4172,60.952439,0.937864,0.006852722,1734.4,1.6015,12.0419,191,upstream,True
3706,Canada,CAN,CAN_UPS_2018_118.5289W_54.5414N_v0.2,140,54.541447,-118.528926,0.006850198,1739.51,2.45262,32.107,299,upstream,True
3707,United States,USA,USA_UPS_2018_102.0450W_31.9750N_v0.2,2114,31.974969,-102.044976,0.006847732,1930.97,2.94142,22.9102,323,upstream,True
3708,United States,USA,USA_UPS_2015_103.0487W_31.9456N_v0.2,1872,31.945632,-103.048651,0.00684647,1807.03,0.826687,10.9272,302,upstream,True
3709,Argentina,ARG,ARG_UPS_2015_63.6452W_22.1919S_v0.2,3805,-22.191938,-63.645235,0.006829093,1808.26,3.34101,41.1215,214,upstream,True
3710,Russian Federation,RUS,RUS_UPS_2015_80.7421E_66.9407N_v0.2,7571,66.940733,80.742145,0.006827537,1443.32,1.0521,26.8097,373,upstream,True
3711,United States,USA,USA_UPS_2015_103.8450W_46.1583N_v0.2,390,46.158257,-103.845022,0.006825776,1845.75,1.55811,39.7351,302,upstream,True
3712,United States,USA,USA_UPS_2015_104.1303W_31.8168N_v0.2,1124,31.81679,-104.130291,0.006820874,1965.05,2.2591,27.6817,289,upstream,True
3713,United States,USA,USA_UPS_2015_102.8797W_47.7035N_v0.2,677,47.703472,-102.879682,0.006811833,1900.05,1.07327,24.4444,315,upstream,True
3714,Argentina,ARG,ARG_UPS_2015_68.5882W_52.7332S_v0.2,3942,-52.733243,-68.588246,0.006810659,1897.75,2.19644,40.0612,327,upstream,True
3715,United States,USA,USA_UPS_2015_103.6816W_31.3538N_v0.2,1453,31.353799,-103.681637,0.00680972,1906.0,1.6015,21.0145,276,upstream,True
3716,United Kingdom,GBR,GBR_UPS_2015_01.6713E_59.7419N_v0.2,4201,59.741941,1.671264,0.006808751,1798.74,1.98421,33.6842,190,upstream,True
3717,Canada,CAN,CAN_DNS_2015_111.6217W_57.0502N_v0.2,237,57.050189,-111.621713,0.006808282,1509.45,1.77737,35.1852,216,refinery,True
3718,Angola,AGO,AGO_UPS_2015_12.4894E_6.4858S_v0.2,5247,-6.485798,12.48937,0.006801237,1806.7,1.96656,38.8889,126,upstream,True
3719,Egypt,EGY,EGY_DNS_2015_31.7809E_31.4613N_v0.2,5862,31.461303,31.780861,0.006798155,1539.38,1.08881,64.8649,370,refinery,True
3720,Russian Federation,RUS,RUS_UPS_2018_78.1855E_65.2004N_v0.2,7453,65.200437,78.185472,0.00679792,1676.55,1.6015,19.5335,343,upstream,True
3721,Ecuador,ECU,ECU_UPS_2015_76.7886W_0.4728S_v0.2,3740,-0.472752,-76.788622,0.006788909,1919.62,1.62996,31.0345,58,upstream,True
3722,Indonesia,IDN,IDN_UPS_2015_117.1135E_0.9129S_v0.2,9396,-0.912884,117.113528,0.006783038,1857.24,1.6015,25.6545,191,upstream,True
3723,Hungary,HUN,HUN_UPS_2015_17.3647E_46.0406N_v0.2,4407,46.040582,17.36467,0.006776434,1832.4,1.92899,36.4865,296,upstream,True
3724,Zambia,ZMB,ZMB_DNS_2015_28.6829E_13.0413S_v0.2,5268,-13.041282,28.682868,0.00677567,1828.12,2.4622,33.0357,224,refinery,True
3725,Ecuador,ECU,ECU_UPS_2016_76.8703W_0.2937S_v0.2,3721,-0.293659,-76.870297,0.006771708,1926.92,1.6015,41.5094,53,upstream,True
3726,Canada,CAN,CAN_UPS_2015_111.7455W_57.3405N_v0.2,234,57.340542,-111.745519,0.006763606,1675.58,0.81576,51.4388,278,upstream,True
3727,Oman,OMN,OMN_UPS_2015_56.4656E_19.2595N_v0.2,6898,19.25951,56.465564,0.00676346,1832.65,1.75224,49.4318,352,upstream,True
3728,Russian Federation,RUS,RUS_DNS_2015_50.0405E_53.0948N_v0.2,5552,53.094827,50.040495,0.006761845,1879.83,1.72584,46.9534,279,refinery,True
3729,Indonesia,IDN,IDN_UPS_2018_107.7456E_6.5353S_v0.2,9331,-6.535252,107.745617,0.006758499,1866.17,2.02711,45.8065,155,upstream,True
3730,Angola,AGO,AGO_UPS_2015_12.1958E_5.3879S_v0.2,5224,-5.387935,12.195776,0.006757295,1849.15,2.36587,47.3684,114,upstream,True
3731,Angola,AGO,AGO_UPS_2015_12.0497E_5.4131S_v0.2,5210,-5.413078,12.049665,0.006756297,1892.08,1.6015,30.3371,89,upstream,True
3732,Nigeria,NGA,NGA_UPS_2015_08.1722E_4.1006N_v0.2,5060,4.100618,8.17215,0.006756151,1736.17,0.44455,68.8525,61,upstream,True
3733,Mexico,MEX,MEX_UPS_2019_93.9523W_18.0198N_v0.2,3178,18.019846,-93.9523,0.006752775,1934.56,1.34535,33.0,200,upstream,True
3734,Russian Federation,RUS,RUS_UPS_2017_106.5575E_58.1726N_v0.2,8196,58.172642,106.557547,0.006752452,1521.06,1.6015,7.5419,358,upstream,True
3735,Argentina,ARG,ARG_DNS_2015_62.3014W_38.7466S_v0.2,3925,-38.746649,-62.301375,0.006750397,1867.86,2.08169,38.9262,298,refinery,True
3736,Russian Federation,RUS,RUS_UPS_2018_50.8544E_53.4218N_v0.2,5570,53.421774,50.854418,0.006747315,1893.16,1.46507,23.3677,291,upstream,True
3737,United States,USA,USA_DNS_2015_91.0110W_30.1997N_v0.2,3080,30.199677,-91.011032,0.006744527,1740.04,1.6015,46.1847,249,refinery,True
3738,United States,USA,USA_UPS_2015_102.9321W_48.1010N_v0.2,642,48.101029,-102.932112,0.006729293,1882.6,2.29506,39.0879,307,upstream,True
3739,United States,USA,USA_UPS_2017_103.0301W_47.7591N_v0.2,601,47.759083,-103.030061,0.006727179,1908.08,1.26034,29.316,307,upstream,True
3740,Vietnam,VNM,VNM_UPS_2015_107.9602E_9.9836N_v0.2,9122,9.983577,107.960205,0.006726416,1880.33,1.6015,52.1739,138,upstream,True
3741,United States,USA,USA_UPS_2015_103.4723W_31.7349N_v0.2,1674,31.734865,-103.472328,0.006725389,1870.32,1.82871,41.4894,282,upstream,True
3742,Ukraine,UKR,UKR_UPS_2015_33.5129E_50.6088N_v0.2,5399,50.608781,33.512916,0.006723246,1875.09,1.96262,40.3785,317,upstream,True
3743,Colombia,COL,COL_UPS_2015_76.9134W_0.3153N_v0.2,3707,0.315334,-76.913448,0.006714998,1872.7,1.6015,37.7358,53,upstream,True
3744,China,CHN,CHN_UPS_2018_108.0933E_35.9938N_v0.2,8538,35.993768,108.093347,0.006694979,1866.78,1.63871,50.7874,254,upstream,True
3745,United States,USA,USA_UPS_2015_102.8705W_48.0528N_v0.2,688,48.052793,-102.870495,0.006694216,1893.29,2.1672,21.8462,325,upstream,True
3746,United States,USA,USA_UPS_2015_103.9465W_31.9255N_v0.2,1262,31.925502,-103.946504,0.006688198,1828.07,1.30423,28.7273,275,upstream,True
3747,United States,USA,USA_UPS_2016_104.0817W_31.7419N_v0.2,1153,31.741854,-104.081727,0.006684412,1836.8,1.30631,11.3793,290,upstream,True
3748,United States,USA,USA_UPS_2015_103.2852W_32.6916N_v0.2,1782,32.691596,-103.285189,0.006681565,1843.98,1.6015,34.3537,294,upstream,True
3749,United States,USA,USA_UPS_2019_101.8104W_31.9861N_v0.2,2218,31.986059,-101.810443,0.006681242,1861.58,1.4249,20.2055,292,upstream,True
3750,Algeria,DZA,DZA_UPS_2018_01.4089E_28.5918N_v0.2,4489,28.591811,1.408912,0.006680743,1791.05,1.6015,51.8519,378,upstream,True
3751,Malaysia,MYS,MYS_UPS_2015_112.6827E_4.3328N_v0.2,9366,4.332804,112.682703,0.006673786,1658.0,1.6015,44.0476,84,upstream,True
3752,United States,USA,USA_UPS_2015_97.9864W_28.7597N_v0.2,2764,28.759681,-97.986433,0.006672583,1856.27,1.6015,21.8391,261,upstream,True
3753,Norway,NOR,NOR_UPS_2015_06.7238E_65.0641N_v0.2,4229,65.064145,6.72377,0.00666501,1687.3,1.6015,4.32692,208,upstream,True
